agencyName,continentName,countryCode,countryName,dateUSGSignature,emergencyTypeName,projectCode,projectID,projectTitle,regionName,tableName,totalAmountApproved,windowFullName,year,projectsectors,projectclusters,projectgroupings,projectcapcodes
World Food Programme,Americas,CUB,Cuba,2008-09-26,Storm,08-WFP-101,1452,Emergency Food Assistance to Populations Affected by Hurricane Ike in Eastern Cuba,Latin America and the Caribbean,M,951532,Rapid Response,2008,Food Assistance,Food Assistance,,
United Nations Population Fund,Americas,HTI,Haiti,2008-09-29,Storm,08-FPA-040,1453,"Emergency nutrition  for children and women and emergency reproductive health for women and girls affected by the hurricanes
 HTI-08/H04
",Latin America and the Caribbean,M,105887,Rapid Response,2008,Nutrition,Nutrition,,
United Nations Children’s Fund,Asia,SYR,Syrian Arab Republic,2008-09-26,Drought,08-CEF-079,1454,"Provide sustainable access to clean drinking water to 15,000 people in drought affected Al-Salamiya district, Hama Governorate",Western Asia,M,251450,Rapid Response,2008,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,
Food and Agriculture Organization,Asia,SYR,Syrian Arab Republic,2008-09-26,Drought,08-FAO-056,1455,Emergency Response to Support Livelihoods and Food Security of the Destitute Farmers and Small Herders in the North-Eastern Governorates in Syria,Western Asia,M,750070,Rapid Response,2008,Agriculture,Agriculture,,
World Food Programme,Asia,SYR,Syrian Arab Republic,2008-09-26,Drought,08-WFP-102,1456,Emergency Food Assistance to Victims of Drought,Western Asia,M,965001,Rapid Response,2008,Food Assistance,Food Assistance,,
United Nations Children’s Fund,Asia,NPL,Nepal,2008-09-26,Flood,08-CEF-080-C,1457,"Supply and distribution of NFIs for children and women 
 NEP-08-1/S/NF01
",Southern Asia,M,129200,Rapid Response,2008,Shelter and Non-Food Items,Shelter and Non-Food Items,,
Food and Agriculture Organization,Asia,NPL,Nepal,2008-09-26,Flood,08-FAO-057,1458,"Emergency livestock support for flood affected farmers.
 
NEP-08-1/A02
",Southern Asia,M,205698,Rapid Response,2008,Agriculture,Agriculture,,
United Nations Children’s Fund,Asia,NPL,Nepal,2008-09-26,Flood,08-CEF-080-A,1459,"Safe Water, Sanitation and Hygiene Education for Flood Affected Families
 NEP-08-1/WS03
",Southern Asia,M,296545,Rapid Response,2008,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,
United Nations Children’s Fund,Asia,NPL,Nepal,2008-09-26,Flood,08-CEF-080-B,1460,"Provide temporary learning to displaced children
 NEP-08-1/E02
",Southern Asia,M,197950,Rapid Response,2008,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,
United Nations Population Fund,Asia,NPL,Nepal,2008-10-02,Flood,08-FPA-039,1461,"Providing essential Reproductive Health care for women, men and adolescents affected by flood in Sunsari and Saptari
NEP-08-01/H03  
",Southern Asia,M,272000,Rapid Response,2008,Health,Health,,
International Organization for Migration,Asia,NPL,Nepal,2008-09-26,Flood,08-IOM-026,1462,"Provision of NFIs/Shelter
 
NEP-08-01/S/NF03
",Southern Asia,M,200020,Rapid Response,2008,Shelter and Non-Food Items,Shelter and Non-Food Items,,
World Food Programme,Asia,NPL,Nepal,2008-09-26,Flood,08-WFP-103,1463,"PRRO 10676.0 - Food Assistance for Conflict-Affected Populations in Nepal – expanded to provide emergency food assistance for flood-affected populations  
NEP-08-1/F01",Southern Asia,M,1001809,Rapid Response,2008,Food Assistance,Food Assistance,,
World Health Organization,Asia,NPL,Nepal,2008-09-26,Flood,08-WHO-066,1464,"Emergency Health Response
NEP-08-01/H02
",Southern Asia,M,300000,Rapid Response,2008,Health,Health,,
Office of the High Commissioner for Human Rights,Asia,NPL,Nepal,2008-12-31,Flood,08-CHR-001,1465,"Human Rights monitoring and protection
programme for displaced Population
NEP-08-1/P/HR/RL01
NEP-08-1/P/HR/RL02
",Southern Asia,M,40376,Rapid Response,2008,Protection,Protection,,
United Nations Children’s Fund,Americas,CUB,Cuba,2008-09-26,Flood,08-CEF-078,1466,"Water, sanitation and environmental hygiene in affected communities",Latin America and the Caribbean,M,819269,Rapid Response,2008,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,
Food and Agriculture Organization,Americas,CUB,Cuba,2008-09-26,Storm,08-FAO-055,1467,"Recuperation of the Production of Roots, Tubers, Fruits  and Vegetables in the provinces of Holguin, Las Tunas and Camaguey,  Affected by Hurricane Ike ",Latin America and the Caribbean,M,457959,Rapid Response,2008,Agriculture,Agriculture,,
United Nations Population Fund,Americas,CUB,Cuba,2008-09-26,Storm,08-FPA-038,1468,Restore and Revitalize the Capacity to Provide Emergency  Reproductive Health Service of local Health Systems Basically in the Most Affected Municipalities,Latin America and the Caribbean,M,288258,Rapid Response,2008,Health,Health,,
United Nations Development Programme,Americas,CUB,Cuba,2008-09-26,Storm,08-UDP-027,1469,"Establishment of Basic Living Conditions in Shelters for Populations Affected by Hurricane Ike in Holguin Province, Banes, Rafael Freyre and Gibara Municipalities",Latin America and the Caribbean,M,752082,Rapid Response,2008,Shelter and Non-Food Items,Shelter and Non-Food Items,,
United Nations Development Programme,Americas,CUB,Cuba,2008-09-26,Storm,08-UDP-028,1470,Contribution to Establishing Minimal Conditions of Healthy Food in Refuge-homes for the Population Affected by Hurricane Ike in the Province of Holguín and Las Tunas.,Latin America and the Caribbean,M,283577,Rapid Response,2008,Shelter and Non-Food Items,Shelter and Non-Food Items,,
World Health Organization,Americas,CUB,Cuba,2008-09-26,Storm,08-WHO-065,1471,Reestablishment of Basic Health Care Services in the Eastern Provinces of Cuba Affected by Hurricane Ike,Latin America and the Caribbean,M,1087634,Rapid Response,2008,Health,Health,,
United Nations Children’s Fund,Africa,CIV,Cote d'Ivoire,2008-10-24,Drought,08-CEF-082,1473,Extended coverage and access to essential therapeutic and nutritional care for children suffering from acute malnutrition within communities and health facilities,Western Africa,M,583926,Rapid Response,2008,Nutrition,Nutrition,,
World Food Programme,Africa,CIV,Cote d'Ivoire,2008-10-24,Drought,08-WFP-105,1475,Extended coverage and access to essential therapeutic and nutritional care for children suffering from acute malnutrition within communities and health facilities,Western Africa,M,410588,Rapid Response,2008,Nutrition,Nutrition,,
World Food Programme,Asia,NPL,Nepal,2008-10-10,Flood,08-WFP-106,1476,IR EMOP 10771.0  - Assistance to populations affected by Flooding in Western Nepal ,Southern Asia,M,1000000,Rapid Response,2008,Food Assistance,Food Assistance,,
World Food Programme,Africa,TCD,Chad,2008-11-10,Displacement,08-WFP-108,1477,Fleet augmentation and Logistics coordination,Middle Africa,M,1000026,Underfunded Emergencies,2008,Common Services,Common Services,,
World Food Programme,Africa,SOM,Somalia,2008-10-13,Human Rights,08-WFP-107,1482,Enabling Humanitarian Relief Operations in Somalia by Improving Security Support Capabilities,Eastern Africa,M,2972300,Rapid Response,2008,Common Services,Common Services,,
United Nations Population Fund,Asia,IND,India,2008-10-21,Flood,08-FPA-041,1484,Supply of Dignity Kits for Flood Affected women and adolescent girls in Orissa,Southern Asia,M,120910,Rapid Response,2008,Health,Health,,
International Organization for Migration,Africa,ZWE,Zimbabwe,2008-10-24,Drought,08-IOM-027,1500,"Supporting the MVP communities with agricultural inputs and technical training for increased yields 

ZIM-08/A39",Eastern Africa,M,580642,Rapid Response,2008,Agriculture,Agriculture,,
World Food Programme,Asia,YEM,Yemen,2008-10-23,Drought,08-WFP-070,1501,Targeted food support to vulnerable groups affected by high food prices,Western Asia,M,1300010,Rapid Response,2008,Food Assistance,Food Assistance,,
United Nations Children’s Fund,Asia,YEM,Yemen,2008-10-22,Drought,08-CEF-083,1502,Medication and Rehydration Solution for Severely Malnourished Children under five years of age nation wide in Yemen  ,Western Asia,M,529975,Rapid Response,2008,Nutrition,Nutrition,,
World Health Organization,Asia,YEM,Yemen,2008-10-22,Drought,08-WHO-067,1503,Emergency health response to the food price crisis in Yemen,Western Asia,M,200000,Rapid Response,2008,Nutrition,Nutrition,,
United Nations Relief and Works Agency ,Asia,LBN,Lebanon,2008-10-30,Displacement,08-RWA-004,1506,"Emergency Food Assistance for Displaced Palestine Refugees from Nahr el-Bared Camp, North Lebanon",Western Asia,M,1008582,Rapid Response,2008,Food Assistance,Food Assistance,,
International Organization for Migration,Americas,HND,Honduras,2008-10-31,Flood,08-IOM-029,1507,Provision of shelter and non-food items ,Latin America and the Caribbean,M,626485,Rapid Response,2008,Shelter and Non-Food Items,Shelter and Non-Food Items,,
World Food Programme,Americas,HND,Honduras,2008-10-31,Flood,08-WFP-072,1508,Emergency Food Assistance to population affected by floods and landslides in Honduras,Latin America and the Caribbean,M,511859,Rapid Response,2008,Food Assistance,Food Assistance,,
Food and Agriculture Organization,Americas,HND,Honduras,2008-10-31,Flood,08-FAO-060,1509,Emergency assistance to rural households affected by flooding to restore their livelihoods for food security and prevention of animal disease,Latin America and the Caribbean,M,213000,Rapid Response,2008,Agriculture,Agriculture,,
United Nations Children’s Fund,Americas,HND,Honduras,2008-10-31,Flood,08-CEF-087,1510,"Joint humanitarian response to water, sanitation and hygiene needs in communities affected by floods and landslides ",Latin America and the Caribbean,M,150000,Rapid Response,2008,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,
United Nations Children’s Fund,Asia,IND,India,2008-11-03,Flood,08-CEF-084,1511,Humanitarian Response to Affected Children and Displaced Communities in Northern Bihar  ,Southern Asia,M,281196,Rapid Response,2008,Multi-Sector,Multi-Sector,,
World Health Organization,Asia,YEM,Yemen,2008-11-12,Flood,08-WHO-068,1512,Emergency requirements of the health sector for Hadramout and Al Mahra governorates - Yemen,Western Asia,M,313200,Rapid Response,2008,Nutrition,Nutrition,,
United Nations Population Fund,Asia,YEM,Yemen,2008-11-12,Flood,08-FPA-042,1513,"Reproductive Health services for flood affected women and girls. 

YEM/08-HEALTH03",Western Asia,M,65000,Rapid Response,2008,Health,Health,,
United Nations Population Fund,Asia,YEM,Yemen,2008-11-12,Flood,08-FPA-043,1514,"Prevention of and response to Gender-Based Violence (GBV) and provision of dignity items among flood-affected  
populations
YEM/08-PROT03
",Western Asia,M,50000,Rapid Response,2008,Protection,Protection,,
World Food Programme,Asia,YEM,Yemen,2008-11-12,Flood,08-WFP-074,1515,"Support to people affected by floods in southern Yemen
YEM/08-FOOD01
",Western Asia,M,400073,Rapid Response,2008,Food Assistance,Food Assistance,,
United Nations Children’s Fund,Asia,YEM,Yemen,2008-11-17,Flood,08-CEF-088-A,1516,"Emergency requirements in Water & sanitation sector for Hadramout Governorate/Yemen (Supply, Civil works activities)
YEM/08-WASH01
",Western Asia,M,278200,Rapid Response,2008,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,
United Nations Children’s Fund,Asia,YEM,Yemen,2008-11-17,Flood,08-CEF-088-B,1517,"Emergency requirements for conducting Measles campaign for Hadramout and al-Mahara Governorates /Yemen 
YEM/08-HEALTH02
",Western Asia,M,230050,Rapid Response,2008,Nutrition,Nutrition,,
United Nations High Commissioner for Refugees,Asia,YEM,Yemen,2008-11-17,Flood,08-HCR-041,1518,"Emergency Assistance to flood affected population in Eastern Yemen 
YEM/08-SHE01
",Western Asia,M,398040,Rapid Response,2008,Shelter and Non-Food Items,Shelter and Non-Food Items,,
International Organization for Migration,Asia,YEM,Yemen,2008-11-17,Flood,08-IOM-030,1519,"Emergency Shelter Assistance and IDP Management in Hadhramout, Yemen
YEM/08-CCM01
",Western Asia,M,224191,Rapid Response,2008,Shelter and Non-Food Items,Shelter and Non-Food Items,,
United Nations Population Fund,Americas,GTM,Guatemala,2008-11-12,Flood,08-FPA-044,1522,"Restore the health system’s capacity to provide emergency reproductive health services in the affected counties of the departments of Peten, Izabal, Alta Verapaz and Quiche. ",Latin America and the Caribbean,M,68072,Rapid Response,2008,Health,Health,,
World Food Programme,Americas,GTM,Guatemala,2008-11-12,Flood,08-WFP-075,1523,Emergency assistance to food-insecure households affected by the tropical storm,Latin America and the Caribbean,M,603297,Rapid Response,2008,Food Assistance,Food Assistance,,
Food and Agriculture Organization,Americas,GTM,Guatemala,2008-11-12,Flood,08-FAO-061,1524,"Production Recovery of staple food of rural households affected by No. 16 storm in the Departments of Alta Verapaz, Quiché and Petén of Guatemala.",Latin America and the Caribbean,M,287528,Rapid Response,2008,Agriculture,Agriculture,,
United Nations Children’s Fund,Americas,GTM,Guatemala,2008-11-12,Flood,08-CEF-089,1525,"Water, sanitation and environmental hygiene in affected communities",Latin America and the Caribbean,M,310835,Rapid Response,2008,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,
World Health Organization,Americas,GTM,Guatemala,2008-11-12,Flood,08-WHO-069,1526,"Reduce the impact in the loss of life and health of the population due to floods in the Departments of Petén, El Quiché, Alta Verapaz e Izabal",Latin America and the Caribbean,M,213809,Rapid Response,2008,Health,Health,,
United Nations Children’s Fund,Africa,GNB,Guinea-Bissau,2008-11-20,Cholera,08-CEF-091,1527,Response to Cholera Epidemic,Western Africa,M,311156,Rapid Response,2008,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,
World Health Organization,Africa,GNB,Guinea-Bissau,2008-11-19,Cholera,08-WHO-071,1528,"Response to Cholera Epidemic

(No Flash Appeal
CERF request in July 2007)",Western Africa,M,288900,Rapid Response,2008,Health,Health,,
Food and Agriculture Organization,Asia,PAK,Pakistan,2008-11-14,Earthquake,08-FAO-062,1529,Agriculture and Livestock intervention for affected population of Balochistan Earthquake,Southern Asia,M,101436,Rapid Response,2008,Agriculture,Agriculture,,
United Nations Human Settlements Programme,Asia,PAK,Pakistan,2008-11-14,Earthquake,08-HAB-004,1530,Shelter Provision for Baluchistan Earthquake,Southern Asia,M,886923,Rapid Response,2008,Shelter and Non-Food Items,Shelter and Non-Food Items,,
United Nations Children’s Fund,Asia,PAK,Pakistan,2008-11-17,Earthquake,08-CEF-090-A,1532,WASH Interventions in Earthquake Affected Areas of Balochistan,Southern Asia,M,200001,Rapid Response,2008,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,
United Nations Children’s Fund,Asia,PAK,Pakistan,2008-11-17,Earthquake,08-CEF-090-B,1533,Nutrition interventions in earthquake affected areas in Balochistan,Southern Asia,M,100034,Rapid Response,2008,Nutrition,Nutrition,,
United Nations Children’s Fund,Asia,PAK,Pakistan,2008-11-17,Earthquake,08-CEF-090-C,1534,Education Intervention in Earthquake Worst-Affected District of Ziarat in Balochistan Province,Southern Asia,M,47977,Rapid Response,2008,Education,Education,,
United Nations Educational Scientific and Cultural Organization,Asia,PAK,Pakistan,2008-11-17,Earthquake,08-ESC-005,1535,Education Intervention in Earthquake Worst-Affected District of Ziarat in Balochistan Province,Southern Asia,M,27026,Rapid Response,2008,Education,Education,,
United Nations Children’s Fund,Asia,PAK,Pakistan,2008-11-17,Earthquake,08-CEF-090-D,1536,Protection Interventions in Earthquake Affected Areas of Balochistan,Southern Asia,M,74900,Rapid Response,2008,Protection,Protection,,
